parcelId,Building Description,Building Gross Sq Ft,Building Net Sq Ft,Building Number,Building Quality,Construction Class,Eff. Year,Elevators,Heating System,Number Of Buildings Aggregated,Percentage Complete,Predominant Use,Shape,Sprinklers,Stories,Year Built
1975700340,OFFICE BUILDING,"137,350","113,321",1,AVERAGE,REINFORCED CONCRETE,1990,Yes,STEAM WITHOUT BOILER,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,14,1929
1975700345,1411 OFFICE BLDG,"151,039","123,430",1,AVERAGE,REINFORCED CONCRETE,1995,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,15,1929
1975700365,RETAIL,"57,428","37,268",1,AVERAGE,REINFORCED CONCRETE,1970,Yes,HEAT PUMP,1,100,RETAIL STORE (353),Rect or Slight Irreg,Yes,2,1920
1975700380,OFFICE BUILDING,"59,400","39,940",1,AVERAGE,REINFORCED CONCRETE,1974,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,8,1910
1975700390,CENTURY SQ OFFICE,"755,000","597,771",1,GOOD,STRUCTURAL STEEL,2000,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,30,1985
1975700420,SECOND & PINE APTS,"42,078","26,186",1,AVERAGE/GOOD,REINFORCED CONCRETE,1993,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,7,1910
1975700440,OFFICE BUILDING,"63,540","52,000",1,AVERAGE,MASONRY,1986,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,4,1906
1975700465,MELBOURNE OFFICE,"130,893","98,770",1,AVERAGE,REINFORCED CONCRETE,1990,Yes,HOT WATER,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,10,1927
1975700485,RETAIL/OFFICE BUILDING,"78,360","74,616",1,GOOD,REINFORCED CONCRETE,1984,,COMPLETE HVAC,1,100,MIXED USE OFFICE (840),Rect or Slight Irreg,Yes,3,1924
1975700511,RETAIL & HOTEL,"27,250","19,980",1,LOW COST,MASONRY,1970,,STEAM WITHOUT BOILER,1,100,"HOTEL, LIMITED (332)",Rect or Slight Irreg,Yes,3,1907
1975700525,Restaurant/Office,"52,549","46,358",1,AVERAGE,REINFORCED CONCRETE,1984,Yes,STEAM WITHOUT BOILER,1,100,"RESTAURANT, TABLE SERVICE (350)",Rect or Slight Irreg,Yes,2,1926
1975700560,RETAIL BUILDING,"25,920","22,138",1,AVERAGE,MASONRY,1960,,STEAM,1,100,RETAIL STORE (353),Rect or Slight Irreg,Yes,2,1916
1975700580,OFFICE BUILDING,"79,920","58,000",1,GOOD,MASONRY,1986,Yes,WARMED AND COOLED AIR,1,100,MIXED USE OFFICE (840),Rect or Slight Irreg,Yes,5,1910
1975700605,OFFICE BUILDING,"47,686","34,000",1,AVERAGE,REINFORCED CONCRETE,1987,Yes,WARMED AND COOLED AIR,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,4,1919
1976200060,Retail,"24,880","4,400",1,AVERAGE,MASONRY,1960,,FORCED AIR UNIT,1,100,RETAIL STORE (353),Long Rect or Irreg,,3,1900
1976200075,Apt/MixedUse,"313,955","202,736",1,GOOD,REINFORCED CONCRETE,2010,Yes,ELECTRIC,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,28,2000
1976200105,RETAIL/MARKET,"49,280","49,280",1,AVERAGE,MASONRY,1970,,HOT WATER,1,100,RETAIL STORE (353),Rect or Slight Irreg,Yes,2,1900
1976200140,POST ALLEY COURT - APTS,"42,765","29,874",1,GOOD,WOOD FRAME,2005,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Very Irreg,No,8,1989
1976200160,Mixed Use,"31,578","22,918",1,AVERAGE/GOOD,MASONRY,1997,Yes,ELECTRIC,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,4,1915
1976200205,MAIN ARCADE,"69,623","69,623",1,AVERAGE,MASONRY,1970,Yes,STEAM,1,100,ARCADE (573),Rect or Slight Irreg,No,4,1908
1976200210,Mixed Retail W/Res. Units,"45,500","45,500",1,AVERAGE,MASONRY,1985,Yes,FORCED AIR UNIT,1,100,MIXED RETAIL W/RES. UNITS (459),Rect or Slight Irreg,No,4,1942
1976200230,CORNER MARKET,"25,380","25,380",1,AVERAGE,REINFORCED CONCRETE,1987,,SPACE HEATERS,1,100,MIXED USE RETAIL (830),Rect or Slight Irreg,No,2,1912
1976200300,RETAIL & OFC,"40,715","33,645",1,AVERAGE,REINFORCED CONCRETE,1979,,STEAM WITHOUT BOILER,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,No,6,1915
1976700005,RETAIL CLOTHING,"78,920","69,856",1,GOOD,MASONRY,1989,,WARMED AND COOLED AIR,1,100,RETAIL STORE (353),Rect or Slight Irreg,No,4,1929
1976700010,HOTEL THEODORE,"98,634","88,591",1,GOOD,MASONRY,1995,Yes,PACKAGE UNIT,1,100,"HOTEL, FULL SERVICE (841)",Approx Square,Yes,20,1930
1976700045,MERIDIAN WEST - RETAIL / PKG. GARAGE,"147,852","147,852",1,GOOD/EXCELLENT,STRUCTURAL STEEL,2000,Yes,WARMED AND COOLED AIR,1,100,MIXED USE RETAIL (830),Rect or Slight Irreg,Yes,6,1996
1976700055,MERIDIAN EAST - RETAIL / PKG. GARAGE,"267,335","267,335",1,GOOD/EXCELLENT,REINFORCED CONCRETE,2000,,COMPLETE HVAC,1,100,MIXED USE RETAIL (830),Rect or Slight Irreg,Yes,4,1996
1976700095,SHERATON HOTEL & GARAGE,"763,898","617,204",1,EXCELLENT,STRUCTURAL STEEL,2000,Yes,WARMED AND COOLED AIR,1,100,"HOTEL, FULL SERVICE (841)",Rect or Slight Irreg,Yes,34,1982
1976700125,Two Union,"1,605,578","1,137,666",1,EXCELLENT,STRUCTURAL STEEL,2000,Yes,HEAT PUMP,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,56,1989
1976700155,ONE UNION SQ OFFICE,"794,592","637,331",1,GOOD,STRUCTURAL STEEL,2000,Yes,WARMED AND COOLED AIR,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,36,1980
1976700185,PARK PLACE OFFICE BUILDING,"456,304","310,633",1,GOOD,STRUCTURAL STEEL,1991,,HEAT PUMP,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,No,21,1971
1976700260,APARTMENTS & OFFICE,"164,120","161,587",1,AVERAGE,REINFORCED CONCRETE,1996,Yes,HOT WATER,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,10,1927
1977200020,OFFICE BUILDING,"115,857","94,333",1,GOOD/EXCELLENT,STRUCTURAL STEEL,2000,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,12,1986
1977200030,APTS & RETAIL,"51,578","29,941",1,AVERAGE,MASONRY,1989,Yes,HOT WATER,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,6,1909
1977200050,INN AT THE MARKET HOTEL,"71,150","57,424",1,GOOD,STRUCTURAL STEEL,1998,Yes,HEAT PUMP,1,100,"HOTEL, FULL SERVICE (841)",Long Rect or Irreg,Yes,7,1985
1977200135,OFFICE BUILDING,"87,500","70,000",1,GOOD,REINFORCED CONCRETE,1999,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Very Irreg,Yes,4,1999
1977200185,ELLIOTT POINTE,"97,517","55,251",1,AVERAGE,WOOD FRAME,2004,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Very Irreg,Yes,6,1994
1977200187,Ofc/Pkng,"374,405","186,117",1,GOOD/EXCELLENT,REINFORCED CONCRETE,2000,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Very Irreg,Yes,11,1998
1977200245,MIXED USE OFFICE,"82,065","47,265",1,AVERAGE,WOOD FRAME,1990,,PACKAGE UNIT,1,100,MIXED USE OFFICE (840),Rect or Slight Irreg,Yes,4,1990
1977200280,MARKET PL 1 & 2 & PARKING,"170,575","82,866",1,GOOD,REINFORCED CONCRETE,1995,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,7,1981
1977200395,LIVINGSTON BAKER APTS,"70,850","50,234",1,AVERAGE,WOOD FRAME,1994,Yes,ELECTRIC WALL,2,100,APARTMENT (300),Rect or Slight Irreg,No,6,1901
1977200420,MIXED USE OFFICE/RETAIL,"36,160","27,277",1,AVERAGE,MASONRY,1975,Yes,HOT WATER,1,100,MIXED USE OFFICE (840),Rect or Slight Irreg,No,4,1910
1977200425,RETAIL,"10,860","10,860",1,AVERAGE,MASONRY,1975,,SPACE HEATERS,1,100,RETAIL STORE (353),Rect or Slight Irreg,Yes,1,1918
1977200435,APARTMENT/RETAIL,"39,528","33,680",1,GOOD,MASONRY,1975,,HOT WATER,1,100,MIXED RETAIL W/RES. UNITS (459),Rect or Slight Irreg,Yes,5,1914
1977200471,Ofc Bldg,"354,086","186,088",1,GOOD/EXCELLENT,STRUCTURAL STEEL,1996,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,13,1988
1977200546,VENTANA APTS,"68,628","45,147",1,AVERAGE/GOOD,WOOD FRAME,2011,Yes,ELECTRIC,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,8,2001
1977200570,Mixed Use with Apts & Retail,"54,550","30,213",1,AVERAGE,WOOD FRAME,2010,Yes,ELECTRIC,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,8,2010
1977200590,BELL TOWER APARTMENTS,"95,700","68,400",1,AVERAGE,REINFORCED CONCRETE,1992,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Long Rect or Irreg,No,16,1970
1977200605,OFFICE BUILDING,"68,400","68,400",1,AVERAGE,MASONRY,2005,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,5,1909
1977200610,RETAIL & LOW INCOME HOUSING,"29,340","29,340",1,AVERAGE,MASONRY,1985,,HOT WATER,1,100,"HOTEL, LIMITED (332)",Rect or Slight Irreg,No,3,1910
1977200615,MIXED RETAIL W/RES. UNITS,"27,140","27,140",1,AVERAGE,MASONRY,1980,,HOT WATER,1,100,MIXED RETAIL W/RES. UNITS (459),Rect or Slight Irreg,No,3,1900
1977200625,Retail/Office Building,"22,710","22,060",1,GOOD,MASONRY,1989,No,SPACE HEATERS,1,100,MIXED USE RETAIL (830),Rect or Slight Irreg,Yes,2,1930
1977200650,CONCEPT ONE APTS,"80,771","54,282",1,AVERAGE,WOOD FRAME,2004,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Long Rect or Irreg,Yes,5,1995
1977200671,THE HUMPHREY APTS,"50,376","37,976",1,AVERAGE/GOOD,MASONRY,1996,Yes,HOT WATER,1,100,APARTMENT (300),Long Rect or Irreg,Yes,6,1923
1977200695,APARTMENTS,"35,520","25,711",1,AVERAGE,MASONRY,1989,No,ELECTRIC WALL,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,1910
1977200720,EL REY APTS,"29,796","11,146",1,LOW/AVERAGE,MASONRY,1985,No,HOT WATER,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,4,1909
1977200735,MIXED USE OFFICE/RETAIL,"20,130","19,920",1,AVERAGE,MASONRY,1990,,FORCED AIR UNIT,1,100,MIXED USE OFFICE (840),Rect or Slight Irreg,No,2,1920
1977200740,TELECOMMUNICATIONS,"193,500","139,000",1,AVERAGE,REINFORCED CONCRETE,1995,Yes,HOT & CHILLED WATER,1,100,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,Yes,12,1985
1977200855,OFFICE BUILDING,"39,202","38,623",1,AVERAGE,MASONRY,1987,Yes,WARMED AND COOLED AIR,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,1918
1977200920,OFFICE BUILDING,"102,846","79,140",1,GOOD,REINFORCED CONCRETE,1975,Yes,STEAM WITHOUT BOILER,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,11,1923
1977200940,OXFORD APARTMENTS,"40,706","24,467",1,AVERAGE,WOOD FRAME,1989,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Long Rect or Irreg,Yes,6,1909
1977200950,249-unt Apt Building,"237,186","165,000",1,GOOD,STRUCTURAL STEEL,2014,Yes,COMPLETE HVAC,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,25,2014
1977200970,Low Income Housing,"55,882","37,874",1,AVERAGE,REINFORCED CONCRETE,1993,Yes,STEAM WITHOUT BOILER,1,100,APARTMENT (300),Long Rect or Irreg,Yes,8,1909
1977201035,MOORE HOTEL & THEATRE,"122,810","95,530",1,AVERAGE,MASONRY,1980,Yes,STEAM WITHOUT BOILER,1,100,"HOTEL, LIMITED (332)",Long Rect or Irreg,Yes,7,1908
1977201050,HADDON HALL,"40,109","29,000",1,AVERAGE,MASONRY,1989,Yes,HOT WATER,1,100,APARTMENT (300),Rect or Slight Irreg,No,6,1910
1977201055,MINI WAREHOUSE,"46,580","30,742",1,AVERAGE/GOOD,STRUCTURAL STEEL,2000,Yes,(unknown),1,100,"MINI WAREHOUSE, HI-RISE (525)",Rect or Slight Irreg,No,6,1928
1977201060,JOSEPHINUM,"152,619","90,862",1,AVERAGE/GOOD,REINFORCED CONCRETE,1993,Yes,STEAM WITHOUT BOILER,1,100,APARTMENT (300),Rect or Slight Irreg,No,14,1907
1977201070,MIXED USE OFFICE/RETAIL BUILDING,"25,920","25,920",1,AVERAGE,MASONRY,1968,Yes,HOT WATER,1,100,MIXED USE OFFICE (840),Rect or Slight Irreg,No,2,1916
1977201090,THE LENORA APTS,"139,650","76,125",1,AVERAGE,WOOD FRAME,2006,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Long Rect or Irreg,Yes,6,1999
1977201135,MIXED USE RETAIL/OFFICE BUILDING,"25,920","25,920",1,AVERAGE,MASONRY,1969,Yes,FORCED AIR UNIT,1,100,MIXED USE RETAIL (830),Rect or Slight Irreg,Yes,2,1919
1977201140,PALLADIAN HOTEL,"60,087","60,087",1,GOOD/EXCELLENT,REINFORCED CONCRETE,2014,Yes,COMPLETE HVAC,1,100,"HOTEL, FULL SERVICE (841)",Rect or Slight Irreg,Yes,9,1910
1977201145,CASTLE APTS,"32,760","23,240",1,AVERAGE/GOOD,MASONRY,1994,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,No,5,1918
1977201155,Langdon & Anne Simons Senior Apts,"96,980","59,495",1,AVERAGE,WOOD FRAME,2008,Yes,ELECTRIC,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,6,2007
1977201181,OFFICE BUILDING,"25,920","25,920",1,AVERAGE,MASONRY,1992,,HOT WATER,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,No,2,1919
1977201230,STRATFORD ON FOURTH,"32,460","25,600",1,AVERAGE,MASONRY,1992,Yes,WALL FURNACE,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,5,1915
1977201245,OPEN OFFICE & Restaurant,"52,800","46,212",1,AVERAGE,REINFORCED CONCRETE,1974,Yes,WARMED AND COOLED AIR,1,100,OPEN OFFICE (820),Rect or Slight Irreg,Yes,4,1925
1977201315,OFFICE BLDG,"161,180","139,567",1,AVERAGE,STRUCTURAL STEEL,1980,,(unknown),1,100,OFFICE BUILDING (344),Rect or Slight Irreg,No,10,1913
1978200010,MEDICAL RESEARCH BUILDING,"206,950","201,550",1,GOOD/EXCELLENT,STRUCTURAL STEEL,2000,Yes,COMPLETE HVAC,1,100,LABORATORIES (496),Rect or Slight Irreg,Yes,5,1999
1978200025,CIELO APTS w/ LINE RETAIL,"434,839","299,319",1,GOOD,REINFORCED CONCRETE,2014,Yes,ELECTRIC,1,100,MIXED RETAIL W/RES. UNITS (459),Rect or Slight Irreg,Yes,32,2014
1978200105,CONVENTION CENTER,"946,212","946,212",1,EXCELLENT,STRUCTURAL STEEL,1999,Yes,COMPLETE HVAC,1,100,CONVENTION CENTER (482),Rect or Slight Irreg,Yes,6,1990
1978200225,CAMBRIDGE APTS (LOW INCOME),"90,920","71,402",1,AVERAGE,REINFORCED CONCRETE,2008,Yes,HOT WATER,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,10,1922
1978200250,RETIREMENT,"756,740","514,640",1,GOOD,REINFORCED CONCRETE,1991,Yes,HOT WATER,1,100,MULTIPLE RESIDENCES ASSISTED LIVING (LOW RISE),Rect or Slight Irreg,Yes,19,1954
1978200280,LINDEMAN PAVILION- NORTH CLINIC,"242,189","133,780",1,GOOD,REINFORCED CONCRETE,1995,Yes,STEAM WITHOUT BOILER,1,100,MEDICAL OFFICE (341),Rect or Slight Irreg,Yes,9,1988
1978200285,Office Building,"48,700","39,760",1,AVERAGE/GOOD,WOOD FRAME,1985,No,HOT WATER,1,100,MEDICAL OFFICE (341),Long Rect or Irreg,No,5,1925
1978200290,PRIVATE CLUB,"30,971","30,971",1,GOOD,MASONRY,1970,,COMPLETE HVAC,1,100,FRATERNAL BUILDING (323),Rect or Slight Irreg,No,3,1920
1978200305,RESEARCH CENTER,"22,667","22,667",1,AVERAGE,WOOD FRAME,1970,Yes,COMPLETE HVAC,1,100,MEDICAL OFFICE (341),Rect or Slight Irreg,Yes,3,1946
1978200315,JOHN WINTHROP APT,"52,620","42,910",1,AVERAGE,MASONRY,1987,Yes,HOT WATER,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,5,1925
1978200320,Hospital (without emergency),"49,243","49,243",1,AVERAGE/GOOD,MASONRY,2000,Yes,COMPLETE HVAC,1,100,HOSPITAL (331),Rect or Slight Irreg,Yes,4,1964
1978200340,SOVREIGN APARTMENTS,"47,154","26,929",1,AVERAGE/GOOD,MASONRY,1996,No,HOT WATER,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,5,1925
1978200360,1020 UNIVERSITY APT,"39,895","30,640",1,AVERAGE,MASONRY,1990,No,HOT WATER,1,100,APARTMENT (300),Rect or Slight Irreg,No,5,1962
1978200425,OXFORD CREST APT,"63,681","47,320",1,AVERAGE,MASONRY,1989,Yes,ELECTRIC WALL,2,100,APARTMENT (300),Rect or Slight Irreg,Yes,4,1925
1978200440,STOCKBRIDGE APT,"57,930","43,320",1,AVERAGE/GOOD,MASONRY,1996,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Approx Square,Yes,6,1925
1978200445,APTS,"94,400","53,108",1,AVERAGE/GOOD,WOOD FRAME,2008,Yes,ELECTRIC WALL,2,100,APARTMENT (300),Rect or Slight Irreg,Yes,5,1991
1978200470,PANORAMA HOUSE APTS,"305,389","206,836",1,GOOD,REINFORCED CONCRETE,2005,Yes,HOT WATER,1,100,APARTMENT (300),Long Rect or Irreg,Yes,18,1962
1978200605,SFR - UNIVERSITY CLUB,"20,411","12,648",1,AVERAGE,WOOD FRAME,1980,,FORCED AIR UNIT,1,100,FRATERNAL BUILDING (323),Rect or Slight Irreg,Yes,3,1912
1978200625,MEDICAL OFFICE  & PARKING,"690,158","239,250",1,GOOD,REINFORCED CONCRETE,2000,Yes,COMPLETE HVAC,1,100,MEDICAL OFFICE (341),Rect or Slight Irreg,Yes,14,1992
1978200710,SAN MARCO APARTMENTS,"24,840","17,300",1,GOOD,WOOD FRAME,1993,No,HOT WATER,1,100,APARTMENT (300),Rect or Slight Irreg,No,4,1905
1978200720,Apartment- 236 UNITS,"236,148","165,816",1,GOOD,REINFORCED CONCRETE,2013,Yes,COMPLETE HVAC,1,100,APARTMENT (300),Approx Square,Yes,17,2012
1978200745,APT,"132,024","58,376",1,AVERAGE,WOOD FRAME,2006,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Very Irreg,Yes,4,1997
1978200790,CASCADE COURT,"111,954","61,309",1,AVERAGE,WOOD FRAME,2004,Yes,ELECTRIC,1,100,APARTMENT (300),Long Rect or Irreg,Yes,5,1993
1978200865,The Summit at 1st Hill,"207,022","207,022",1,GOOD/EXCELLENT,STRUCTURAL STEEL,2000,Yes,COMPLETE HVAC,1,100,HOME FOR THE ELDERLY (330),Rect or Slight Irreg,Yes,13,2000
1978200895,ARCADIA APT,"47,256","26,000",1,AVERAGE,MASONRY,1985,No,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,No,4,1916
1978200960,HILLTOP COURT APT,"42,331","36,489",1,AVERAGE/GOOD,WOOD FRAME,2005,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Long Rect or Irreg,Yes,5,1987
1978201096,SOUTHEAST ADDITION  & PARKING GARAGE,"504,262","504,262",1,GOOD,REINFORCED CONCRETE,1994,Yes,HOT WATER,1,100,HOSPITAL (331),Rect or Slight Irreg,Yes,8,1994
1978201116,Medical Office (ALCOA BUILDING),"30,855","18,240",1,AVERAGE,REINFORCED CONCRETE,1990,Yes,COMPLETE HVAC,1,100,MEDICAL OFFICE (341),Rect or Slight Irreg,Yes,2,1962
1978201205,ADMINISTRATION OFFICE & SCHOOL,"23,760","23,760",1,AVERAGE,MASONRY,1975,,FORCED AIR UNIT,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,1910
1978201230,Apartment,"32,870","18,152",1,AVERAGE,WOOD FRAME,2006,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,No,5,1998
1978201270,"MEDICAL OFFICE, North Building","60,601","57,882",1,AVERAGE,REINFORCED CONCRETE,1980,Yes,STEAM,1,100,MEDICAL OFFICE (341),Rect or Slight Irreg,Yes,3,1965
1978201320,SILVER CLOUD INN - BROADWAY,"150,545","100,528",1,GOOD,MASONRY,2010,Yes,COMPLETE HVAC,1,100,"HOTEL, FULL SERVICE (841)",Very Irreg,Yes,6,2003
1978201421,Research Laboratories,"45,780","28,108",1,GOOD,STRUCTURAL STEEL,2000,Yes,PACKAGE UNIT,1,100,LABORATORIES (496),Rect or Slight Irreg,Yes,5,1988
1978201435,MEDICAL OFFICE,"39,115","39,115",1,AVERAGE/GOOD,STRUCTURAL STEEL,1985,Yes,HOT WATER,1,100,MEDICAL OFFICE (341),Rect or Slight Irreg,Yes,3,1963
1979200050,Town Hall Seattle,"38,038","35,731",1,AVERAGE,MASONRY,1990,Yes,STEAM,1,100,FRATERNAL BUILDING (323),Rect or Slight Irreg,No,3,1916
1979200090,EDUCATION BUILDING,"37,796","37,796",1,AVERAGE,STRUCTURAL STEEL,1990,,ELECTRIC WALL,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,1962
1979200125,The Mill at First Hill Apts,"333,244","218,010",1,GOOD,REINFORCED CONCRETE,1998,Yes,HOT WATER-RADIANT,3,100,APARTMENT (300),Long Rect or Irreg,No,14,1949
1979200186,LOWELL APT'S,"81,776","62,150",1,AVERAGE,MASONRY,1990,Yes,STEAM WITHOUT BOILER,1,100,APARTMENT (300),Rect or Slight Irreg,No,11,1928
1979200210,Main/West Wing Central Pavilion,"164,000","164,000",1,GOOD,REINFORCED CONCRETE,1975,Yes,STEAM WITHOUT BOILER,1,100,HOSPITAL (331),Rect or Slight Irreg,Yes,8,1920
1979200225,MASON CLINIC- BUCK PAVILION,"126,958","107,914",1,GOOD,REINFORCED CONCRETE,1995,Yes,COMPLETE HVAC,1,100,MEDICAL OFFICE (341),Rect or Slight Irreg,Yes,8,1975
1979200245,PAUL REVERE APTS,"43,606","27,000",1,AVERAGE,MASONRY,1992,No,HOT WATER-RADIANT,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,4,1923
1979200250,JOHN ALDEN APTS,"58,503","41,600",1,GOOD,MASONRY,1996,No,HOT WATER-RADIANT,1,100,APARTMENT (300),Rect or Slight Irreg,No,4,1924
1979200270,SORRENTO HOTEL,"76,631","76,631",1,EXCELLENT,MASONRY,1995,Yes,HEAT PUMP,1,100,"HOTEL, FULL SERVICE (841)",Rect or Slight Irreg,Yes,7,1908
1979200290,Bloodworks Northwest,"121,099","82,486",1,GOOD,REINFORCED CONCRETE,1994,Yes,PACKAGE UNIT,1,100,LABORATORIES (496),Rect or Slight Irreg,Yes,6,1983
1982201065,City Light Control Center,"27,744","27,744",1,GOOD,MASONRY,2010,,HEAT PUMP,1,100,LIGHT COMMERCIAL UTILITY BUILDING (471),Rect or Slight Irreg,No,1,1993
1982201700,Superior Mini-Stg Unk Sp. Est. 60 RV,"36,444","35,868",1,AVERAGE,MASONRY,1985,,SPACE HEATERS,1,100,MINI-WAREHOUSE (386),Rect or Slight Irreg,No,1,1960
1982202070,RETAIL,"164,437","164,437",1,AVERAGE/GOOD,MASONRY,2000,,COMPLETE HVAC,1,100,DISCOUNT STORE (319),Rect or Slight Irreg,Yes,1,1999
1982203275,Warehouse,"27,553","27,553",1,AVERAGE,PREFAB STEEL,2005,,ELECTRIC WALL,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,,1,1950
1982203385,INDUSTRIAL,"40,270","39,860",1,AVERAGE,MASONRY,1980,,NO HEAT,1,100,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,No,1,1951
1983200005,RETAIL/OFFICE,"25,920","25,920",1,AVERAGE,MASONRY,1998,,FORCED AIR UNIT,1,100,RETAIL STORE (353),Rect or Slight Irreg,No,2,1920
1983200035,OFFICE BUILDING,"483,397","317,189",1,GOOD/EXCELLENT,STRUCTURAL STEEL,2014,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Long Rect or Irreg,Yes,12,2014
1983200150,AMAZON - Wainwright Bldg (Phase 1B),"184,482","115,484",1,GOOD,REINFORCED CONCRETE,2010,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Very Irreg,Yes,5,2009
1983200160,OFFICE AND LABORATORIES,"60,375","60,375",1,GOOD,MASONRY,2000,Yes,WARMED AND COOLED AIR,1,100,LABORATORIES (496),Approx Square,Yes,3,1928
1983200170,RETAIL STORE & WHSE,"40,686","34,952",1,AVERAGE,MASONRY,1985,,SPACE HEATERS,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,3,1919
1983200180,RETAIL STORE,"45,271","45,271",1,AVERAGE,REINFORCED CONCRETE,1975,,SPACE HEATERS,1,100,RETAIL STORE (353),Rect or Slight Irreg,Yes,2,1964
1983200196,OFFICE BUILDING,"28,380","12,600",1,AVERAGE,REINFORCED CONCRETE,1985,,HOT WATER,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,No,3,1920
1983200200,Office/Lab Research Building,"258,505","176,171",1,GOOD,REINFORCED CONCRETE,2003,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Very Irreg,Yes,4,2003
1983200230,GARAGE SERVICE,"58,320","58,320",1,AVERAGE,REINFORCED CONCRETE,1970,,SPACE HEATERS,1,100,"BASEMENT, UNFINISHED (703)",Rect or Slight Irreg,Yes,2,1929
1983200245,428 WESTLAKE,"139,282","85,978",1,AVERAGE,REINFORCED CONCRETE,2005,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,6,2004
1983200290,Cricket (N bldg & portion of garage),"251,316","162,325",1,GOOD,REINFORCED CONCRETE,2010,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,6,2009
1983200325,Amazon Obidos (north),"166,961","164,363",1,GOOD,REINFORCED CONCRETE,2010,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,5,2010
1983200350,Office,"28,003","20,919",1,GOOD,MASONRY,1995,Yes,WARMED AND COOLED AIR,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,1926
